,gene_ids,n_cells,highly_variable,means,dispersions,dispersions_norm
CD3E,ENSG00000198851,426,True,1.636900106925282,2.849104721090538,1.3056536
CD3D,ENSG00000167286,421,True,1.8498929524057526,2.6334380225185186,0.6567774
CD3G,ENSG00000160654,199,False,0.7489693448035709,1.8058896441445935,-0.13252537
ATP5L,ENSG00000167283,736,False,2.0321302303716875,1.7376569379508227,-1.0830843
KMT2A,ENSG00000118058,102,False,0.3344995460858016,1.3272432868280717,-0.22910571
ARCN1,ENSG00000095139,52,False,0.1619956131347921,1.1384532969865855,-0.57766384
DDX6,ENSG00000110367,137,False,0.45745373745701146,1.5240892126804388,-0.30089298
RPS25,ENSG00000118181,888,False,3.4605687982941267,2.3725706220793965,-0.5515916
TRAPPC4,ENSG00000196655,170,False,0.49669137029842186,1.1789115536555494,-0.7339978
DPAGT1,ENSG00000172269,46,False,0.1416500868421109,1.1947417905371827,-0.47373983
CBL,ENSG00000110395,46,False,0.15180364843769803,1.2162872400015177,-0.433961
SORL1,ENSG00000137642,120,False,0.41963234692747126,1.5542518635512272,-0.26304698
HSPA8,ENSG00000109971,720,False,2.0399664779736284,1.7661948637682927,-1.0358769
TBRG1,ENSG00000154144,118,False,0.4012347723298153,1.4206759273537735,-0.43064874
NRGN,ENSG00000154146,43,True,0.20519332547775584,2.338000123918548,1.6370287
TMEM218,ENSG00000150433,57,False,0.18132572590543997,1.2097953102928212,-0.4459469
EI24,ENSG00000149547,102,True,0.40113965763227794,2.3784996258656044,0.7711616
RPUSD4,ENSG00000165526,43,True,0.1977661417123081,2.857081900390445,2.595396
SRPR,ENSG00000182934,101,True,0.422516723155512,3.5465388446952613,2.2367358
DCPS,ENSG00000110063,94,False,0.3062803946637263,1.2772229840680005,-0.3214569
ETS1,ENSG00000134954,98,True,0.4467732718185074,3.1849755283700762,1.7830713
FLI1,ENSG00000151702,149,False,0.4792586864530912,1.3388746271814784,-0.53328735
NFRKB,ENSG00000170322,49,False,0.15704663858534673,1.1826692513331964,-0.49602905
APLP2,ENSG00000084234,232,False,0.7483492156786853,1.563312735944623,-0.46258584
VPS26B,ENSG00000151502,93,False,0.2917157643606334,1.2054568194704223,-0.45395693
THYN1,ENSG00000151500,147,True,0.5076719544405263,2.8530251692819877,1.3665632
KDM5A,ENSG00000073614,95,False,0.3064926053097633,1.2119424939862649,-0.4419826
NINJ2,ENSG00000171840,51,False,0.17960494838084226,1.342836165212666,-0.20031698
WNK1,ENSG00000060237,129,False,0.40229982872859016,1.266664078087471,-0.62389207
CACNA2D4,ENSG00000151062,42,False,0.1587717212781965,1.3709507724103338,-0.1484097
FKBP4,ENSG00000004478,67,False,0.2274468343876861,1.2934736616767997,-0.2914537
ITFG2,ENSG00000111203,54,False,0.1740418441506558,1.1701309979793177,-0.5191781
RHNO1,ENSG00000171792,60,False,0.1945449364626991,1.2004146461980172,-0.46326616
RP11-664D1.1,ENSG00000256862,54,False,0.18954330204012795,1.276994825470923,-0.32187817
CCND2,ENSG00000118971,66,False,0.23643345161591234,1.327994747854385,-0.22771831
DYRK4,ENSG00000010219,61,False,0.20115840604636834,1.2399387538013553,-0.39029384
NDUFA9,ENSG00000139180,175,True,0.5965658011719722,3.05392690606872,1.6186407
TNFRSF1A,ENSG00000067182,153,True,0.5841861010496494,3.087029068182936,1.660175
LTBR,ENSG00000111321,45,False,0.14591756722559535,1.187118461372113,-0.48781458
CD27,ENSG00000139193,214,False,0.8087830492576645,1.7845156407969438,-0.16160774
TAPBPL,ENSG00000139192,89,False,0.2959831649671354,1.2830546883787577,-0.31069
MRPL51,ENSG00000111639,280,True,0.9220761080562172,4.089891512824684,2.7198668
GAPDH,ENSG00000111640,871,False,3.058155540679822,2.5953941284606277,0.5851774
RP5-940J5.9,ENSG00000269968,44,False,0.14191324876901848,1.2160194925252268,-0.43445534
IFFO1,ENSG00000010295,42,False,0.1422717930146397,1.208359477320523,-0.44859785
CHD4,ENSG00000111642,104,False,0.3136006106754862,1.1298174268235126,-0.593608
ING4,ENSG00000111653,120,False,0.3879606380138711,1.286040466035878,-0.59957993
COPS7A,ENSG00000111652,54,False,0.17166855414651408,1.1763819591400344,-0.5076371
MLF2,ENSG00000089693,181,False,0.536596093675576,1.2145207904026019,-0.6893178
PTMS,ENSG00000159335,43,False,0.15733608015667827,1.601277606147344,0.27683684
CD4,ENSG00000010610,180,False,0.5541502336965306,1.2980719652582127,-0.5844837
USP5,ENSG00000111667,48,False,0.15376952349355252,1.18466467243788,-0.49234495
TPI1,ENSG00000111669,657,False,1.8619052671977756,2.005988328306512,-0.4242779
SPSB2,ENSG00000111671,67,False,0.23439448135185248,1.3211164937452404,-0.24041745
C12orf57,ENSG00000111678,280,False,0.8621562782367785,1.428463094994863,-0.646068
PTPN6,ENSG00000111679,385,False,1.1814637950466924,1.8870439406696082,-0.33211264
EMG1,ENSG00000126749,128,False,0.3882875761254671,1.1847691706495842,-0.7266481
PHB2,ENSG00000215021,258,False,0.7401090739783978,1.3002595500494352,-0.82050717
LPCAT3,ENSG00000111684,54,False,0.17982257385970002,1.2466224887043207,-0.37795383
SLC2A3,ENSG00000059804,256,False,0.880300778466043,1.7548294900916115,-0.20199999
C3AR1,ENSG00000171860,44,False,0.14860348144132088,1.264468975906925,-0.34500432
NECAP1,ENSG00000089818,65,False,0.21622931653947225,1.2634265518600503,-0.3469289
CLEC4A,ENSG00000111729,66,False,0.22602771764497773,1.2914560205978902,-0.29517883
M6PR,ENSG00000003056,294,False,0.909673371389922,2.065811377492692,0.035772014
KLRG1,ENSG00000139187,103,True,0.5573922366507735,3.0082789948176196,1.5613648
KLRB1,ENSG00000111796,60,False,0.26780498568889494,1.7495990116522255,0.55067885
CLEC2D,ENSG00000069493,94,False,0.31929881221755685,1.321190766600328,-0.24028032
CD69,ENSG00000110848,314,True,1.2322901154575494,2.888846105126327,1.2777413
CLEC2B,ENSG00000110852,120,True,0.4955367239091812,3.0529391877545557,1.6174014
CLEC12A,ENSG00000172322,68,False,0.2521608553501388,1.4190491994103154,-0.0596068
CLEC7A,ENSG00000172243,130,False,0.45197890519822576,1.6411550319391424,-0.15400696
GABARAPL1,ENSG00000139112,88,False,0.28674273019588553,1.2693616610905718,-0.33597106
KLRD1,ENSG00000134539,67,False,0.40390760116391233,2.167335543658072,0.50620764
MAGOHB,ENSG00000111196,66,False,0.22211496392805563,1.3077882703938635,-0.265025
YBX3,ENSG00000060138,122,False,0.3937063384388971,1.3286414140378142,-0.54612726
PRR4,ENSG00000111215,46,False,0.1979394900325859,1.6023480896862077,0.27881324
ETV6,ENSG00000139083,46,False,0.14454165534896804,1.1610041151149388,-0.5360288
LOH12CR1,ENSG00000165714,65,False,0.21002637183611766,1.1988050561800379,-0.46623793
CREBL2,ENSG00000111269,70,False,0.2397985840811157,1.2945411628854984,-0.2894828
CDKN1B,ENSG00000111276,138,False,0.44609700117576945,1.3812464863564042,-0.48012206
HEBP1,ENSG00000013583,113,False,0.34407958886258333,1.1636458977150879,-0.53115135
ATF7IP,ENSG00000171681,51,False,0.16160550626008846,1.1786196392700448,-0.50350577
PLBD1,ENSG00000121316,147,False,0.5964954130894645,1.8950513434694647,0.16456442
H2AFJ,ENSG00000246705,213,False,0.6270151439722486,1.2479373915860803,-0.647389
WBP11,ENSG00000084463,99,False,0.3288990018028644,1.2734699280918622,-0.32838607
ARHGDIB,ENSG00000111348,877,False,2.892731357434654,2.85534360586448,0.12856843
STRAP,ENSG00000023734,213,False,0.6420417804806894,1.3524556180004927,-0.51624686
DERA,ENSG00000023697,86,False,0.277519324306143,1.2367457118246474,-0.39618906
RECQL,ENSG00000004700,94,False,0.2977484305167884,1.2371699351605818,-0.39540583
GOLT1B,ENSG00000111711,81,False,0.2515966391108776,1.1607735171600173,-0.53645456
LDHB,ENSG00000111716,639,True,2.196411014132962,2.8790859884568594,0.8050681
CMAS,ENSG00000111726,87,False,0.2797421044320168,1.2268264413020062,-0.41450274
ETNK1,ENSG00000139163,62,False,0.1970065037785586,1.2048382133834126,-0.45509905
LRMP,ENSG00000118308,70,False,0.2277617005672548,1.3094050280907057,-0.26204002
LYRM5,ENSG00000205707,84,False,0.2878512596932769,1.620261473699458,0.31188625
KRAS,ENSG00000133703,131,False,0.38621431903667897,1.1948556820105656,-0.71399224
FGFR1OP2,ENSG00000111790,168,True,0.5789039421229352,2.469442825927986,0.8852708
TM7SF3,ENSG00000064115,67,False,0.22651583779486734,1.5849964966219983,0.24677745
MRPS35,ENSG00000061794,138,False,0.4096387280685513,1.1570545515443658,-0.76142246
CCDC91,ENSG00000123106,124,True,0.4571808795262351,3.1330454977530082,1.7179132
ERGIC2,ENSG00000087502,61,False,0.20524346336720523,1.3292609586862483,-0.22538052
FAM60A,ENSG00000139146,97,False,0.3036951317380526,1.1994630992998765,-0.46502298
KIAA1551,ENSG00000174718,90,False,0.31120728032561756,1.4093029426675674,-0.07760107
YARS2,ENSG00000139131,48,False,0.16163544862786833,1.2479546406785669,-0.3754943
YAF2,ENSG00000015153,87,False,0.2892378750818248,1.3542367732492202,-0.17926833
PPHLN1,ENSG00000134283,216,False,0.6638372135533336,1.3802494953799114,-0.71166945
ZCRB1,ENSG00000139168,137,False,0.43120585861849475,1.3170684792585203,-0.56064814
IRAK4,ENSG00000198001,87,False,0.2773676041609066,1.219797875509615,-0.42747942
NELL2,ENSG00000184613,58,False,0.24945544025947602,1.7325069691864734,0.51912224
LINC00938,ENSG00000273015,58,False,0.21439086663375542,1.6005885630081005,0.27556467
ARID2,ENSG00000189079,45,False,0.15412114240054597,1.2723966982144927,-0.33036757
SCAF11,ENSG00000139218,176,True,0.5904747958453117,2.786022400189844,1.2824928
SLC38A1,ENSG00000111371,115,False,0.3880392530345669,1.4134907044073413,-0.43966427
SLC38A2,ENSG00000134294,110,False,0.36843676822088045,1.3907825672125163,-0.11179476
PCED1B,ENSG00000179715,47,False,0.18182259294425823,1.421602653257448,-0.054892424
RPAP3,ENSG00000005175,43,False,0.1379510791263811,1.2023684079825403,-0.45965898
HDAC7,ENSG00000061273,56,False,0.19632420939213252,1.2495226883350667,-0.37259924
TMEM106C,ENSG00000134291,68,False,0.23563230407125688,1.267727014829671,-0.33898908
ASB8,ENSG00000177981,102,True,0.4360255954127417,3.3052166956059374,1.9339415
DDX23,ENSG00000174243,62,False,0.20547119817260243,1.2394188009771416,-0.3912538
FKBP11,ENSG00000134285,153,False,0.5453002986696552,1.5784121208870912,-0.23273239
ARF3,ENSG00000134287,137,False,0.3940124269181909,1.122647060308181,-0.8045946
PRKAG1,ENSG00000181929,119,False,0.37726752243003825,1.41668047076433,-0.063980125
LMBR1L,ENSG00000139636,48,False,0.15513116190170584,1.2459089507215229,-0.3792712
TUBA1B,ENSG00000123416,519,True,1.6414382171775121,2.536598245770681,0.7052836
TUBA1A,ENSG00000167552,539,False,1.6245599611348869,2.0332134287541295,-0.2617912
TUBA1C,ENSG00000167553,70,False,0.2374083953054806,1.2958660767366434,-0.28703666
MCRS1,ENSG00000187778,121,False,0.3717533207161383,1.2689763540899708,-0.33668244
TMBIM6,ENSG00000139644,560,False,1.50661021398506,1.793637110293072,-0.72205186
SMARCD1,ENSG00000066117,51,False,0.1624982703743683,1.2500614744360574,-0.3716045
COX14,ENSG00000178449,255,False,0.7308714361808242,1.2115953434803526,-0.9411475
CERS5,ENSG00000139624,45,False,0.1494897092707133,1.1785670162381787,-0.5036029
ATF1,ENSG00000123268,104,False,0.33633229112690943,1.2693513920988875,-0.33599004
METTL7A,ENSG00000185432,52,False,0.1602094308276007,1.2153662468469668,-0.4356614
LETMD1,ENSG00000050426,100,False,0.33413251017609574,1.2554955715085656,-0.36157167
DAZAP2,ENSG00000183283,394,False,1.0430974209050912,1.172308814268063,-1.149085
BIN2,ENSG00000110934,425,False,1.2231337278422172,1.8056211358459116,-0.46295568
NR4A1,ENSG00000123358,171,False,0.5549689129536837,1.4017161850063273,-0.45443812
C12orf44,ENSG00000123395,110,False,0.3423657084313269,1.2093947264008358,-0.44668648
EIF4B,ENSG00000063046,277,False,0.7911420176530132,1.2740292743459967,-0.85619724
ITGB7,ENSG00000139626,173,False,0.5954299973294283,1.584645068779548,-0.22491172
PFDN5,ENSG00000123349,869,False,2.839014983007688,2.198792374264824,-0.74371475
C12orf10,ENSG00000139637,150,False,0.4610497111862828,1.253575100947069,-0.64031523
AAAS,ENSG00000094914,48,False,0.16632063400163125,1.3082372679055012,-0.26419604
PRR13,ENSG00000205352,588,False,1.5229442089809677,1.9386561100297857,-0.44344944
PCBP2,ENSG00000197111,575,False,1.5151833413252511,1.8749022006068323,-0.5659299
ATP5G2,ENSG00000135390,830,False,2.4713649111533065,2.228532229047779,-0.30872053
CALCOCO1,ENSG00000012822,51,False,0.17387239685966605,1.2667420417462587,-0.34080762
SMUG1,ENSG00000123415,48,False,0.15522334285340808,1.199011234017697,-0.46585727
CBX5,ENSG00000094916,60,False,0.19939960144315932,1.310110787516543,-0.260737
HNRNPA1,ENSG00000135486,887,False,2.8973437442612697,1.5611156401570863,-1.5909216
NFE2,ENSG00000123405,45,True,0.1918797682335584,1.9148885579538584,0.8558487
COPZ1,ENSG00000111481,256,False,0.7213461492098964,1.1824371107255514,-0.98082143
ZNF385A,ENSG00000161642,93,False,0.2844570738679308,1.1965691301074213,-0.47036606
NCKAP1L,ENSG00000123338,163,False,0.5231868612161907,1.793207460561707,0.036777824
TESPA1,ENSG00000135426,75,False,0.24802023102805792,1.2149210318050174,-0.4364834
BLOC1S1,ENSG00000135441,423,False,1.1706814047183336,1.4120904813976567,-1.0953429
CD63,ENSG00000135404,453,False,1.5092464307605646,2.2424754977261725,0.14023139
SARNP,ENSG00000205323,63,False,0.20584842340401227,1.2340754212939238,-0.40111914
ORMDL2,ENSG00000123353,117,True,0.502571983145143,3.701521065154329,2.4311967
WIBG,ENSG00000170473,111,False,0.35478912769248566,1.283297480480419,-0.31024173
DGKA,ENSG00000065357,77,False,0.25918407426719026,1.2705233690651658,-0.33382624
RAB5B,ENSG00000111540,57,False,0.19718611000392372,1.336327360337543,-0.212334
RPS26,ENSG00000197728,861,False,2.669781720091802,1.8025907800139442,-1.1685812
PA2G4,ENSG00000170515,286,False,0.8580850067476993,1.449700299697449,-0.61717176
RPL41,ENSG00000229117,573,False,1.4763301070757726,1.2072669132444482,-1.8485535
ESYT1,ENSG00000139641,122,True,0.44713069891400853,2.493180040118894,0.91505456
MYL6,ENSG00000092841,872,False,2.8343348641883357,2.4655972807762727,-0.38924214
SMARCC2,ENSG00000139613,47,False,0.16242734218168456,1.3515243661826424,-0.18427616
RNF41,ENSG00000181852,52,False,0.16066494216147706,1.1615928905155437,-0.5349418
NABP2,ENSG00000139579,80,False,0.2558923784857225,1.2037753728966545,-0.45706135
CS,ENSG00000062485,64,False,0.19866864175568807,1.1334049783631501,-0.5869844
CNPY2,ENSG00000257727,220,True,0.7198706802305721,2.6641772712169134,1.0352973
IL23A,ENSG00000110944,51,True,0.22938480223617247,2.3557770152471558,1.6698498
STAT2,ENSG00000170581,98,False,0.3121740580093627,1.3444412363984164,-0.19735357
BAZ2A,ENSG00000076108,99,True,0.5380732388375158,4.723771385480209,3.713845
ATP5B,ENSG00000110955,525,False,1.4125931392534918,1.2972011766083622,-1.2799652
PTGES3,ENSG00000110958,482,True,1.3847143042594519,2.6403924381977792,0.8784867
NACA,ENSG00000196531,895,False,3.407100620674666,2.860969819729653,0.1507336
STAT6,ENSG00000166888,134,False,0.40605769988498414,1.2568883027411566,-0.63615805
LRP1,ENSG00000123384,63,False,0.21158764913079078,1.2497033745781387,-0.37226567
SHMT2,ENSG00000182199,83,False,0.27123955551123907,1.3035844795157794,-0.27278635
STAC3,ENSG00000185482,60,False,0.17764647442993622,1.086037010683565,-0.67443866
ARHGAP9,ENSG00000123329,176,False,0.5406820424287203,1.3037604154246558,-0.5773462
MARS,ENSG00000166986,62,False,0.2038104466411572,1.2282471425480184,-0.41187975
DDIT3,ENSG00000175197,89,False,0.3056726186588286,1.3474676237980547,-0.19176602
DCTN2,ENSG00000175203,164,False,0.49122623309558544,1.2237646657576742,-0.6777193
OS9,ENSG00000135506,188,False,0.5563150530787403,1.291238141430034,-0.5930583
TSPAN31,ENSG00000135452,61,False,0.20962138222659232,1.2761277145497094,-0.3234791
CDK4,ENSG00000135446,89,False,0.2840690290455137,1.219016381898984,-0.42892227
TSFM,ENSG00000123297,66,False,0.22484191343371732,1.247876181182378,-0.37563917
CTDSP2,ENSG00000175215,126,False,0.39490833161686956,1.231396561387591,-0.6681433
USP15,ENSG00000135655,131,False,0.4084256299586911,1.344533595609098,-0.5261868
XPOT,ENSG00000184575,43,False,0.1369929345931277,1.1446494388318191,-0.56622404
TBK1,ENSG00000183735,43,False,0.16883339858432683,1.6417348340320905,0.35153198
RASSF3,ENSG00000153179,89,False,0.30090549990108456,1.2879258178596413,-0.30169654
GNS,ENSG00000135677,74,True,0.3396170962671915,3.5650099865346236,3.9024255
LLPH,ENSG00000139233,110,False,0.35549450673259514,1.32930032952499,-0.22530784
TMBIM4-1,ENSG00000155957,363,False,1.035238462893047,1.600960018211573,-0.5806587
CAND1,ENSG00000111530,79,True,0.32782828696312494,2.9568056673549004,2.7795136
RAP1B,ENSG00000127314,446,False,1.2916374969590705,1.8496761720470376,-0.39216107
NUP107,ENSG00000111581,66,False,0.23089000669663137,1.3491837381963419,-0.18859762
CPSF6,ENSG00000111605,94,False,0.28602358945191214,1.1930399712949427,-0.47688186
LYZ,ENSG00000090382,690,False,4.156290746240996,5.097438053759644,3.3242912
RP11-1143G9.4,ENSG00000257764,220,False,0.6362512730351317,1.2215943411312904,-0.68044245
YEATS4,ENSG00000127337,75,False,0.25633081503799005,1.359163828182632,-0.17017163
CCT2,ENSG00000166226,194,True,0.6924031886409951,2.9327969323838823,1.4007926
CNOT2,ENSG00000111596,108,False,0.3305579140201558,1.160806630418453,-0.53639346
ZFC3H1,ENSG00000133858,48,False,0.15782935132457282,1.2160085470719348,-0.43447554
THAP2,ENSG00000173451,56,False,0.17793782623264673,1.1735307257975387,-0.51290125
ATXN7L3B,ENSG00000253719,56,False,0.20679268428523997,1.4094711231400023,-0.07729056
GLIPR1,ENSG00000139278,285,False,0.8639449990226908,1.6963115206080452,-0.28162202
KRR1,ENSG00000111615,74,False,0.2591685098141465,1.4076336849270459,-0.08068297
NAP1L1,ENSG00000187109,613,False,1.745906150581838,1.7095430878276556,-0.9350339
OSBPL8,ENSG00000091039,96,False,0.2936128211645837,1.189851515765414,-0.48276863
PPP1R12A,ENSG00000058272,197,False,0.5897191603352808,1.2609781511035494,-0.6310264
CCDC59,ENSG00000133773,160,False,0.5421886875654847,2.0882200881533755,0.4069391
DUSP6,ENSG00000139318,160,False,0.5456601011579733,1.5298480342258407,-0.29366723
ATP2B1,ENSG00000070961,151,False,0.44611362376041963,1.192438723699214,-0.71702486
LINC00936,ENSG00000271614,386,False,1.1870794363039716,1.8512680371531267,-0.38960302
BTG1,ENSG00000133639,823,False,2.581953168022814,2.978144844939746,0.525301
RP11-796E2.4,ENSG00000245904,118,False,0.4209203612211963,1.4872198032788315,-0.34715414
UBE2N,ENSG00000177889,246,False,0.727001619042489,1.4713273274940626,-0.5877451
MRPL42,ENSG00000198015,65,False,0.2093357268941134,1.2620395900695396,-0.34948963
NDUFA12,ENSG00000184752,283,True,1.0252393053617814,3.8599484727258844,2.4149437
METAP2,ENSG00000111142,161,False,0.4970765367457456,1.2762838211678582,-0.6118219
SNRPF,ENSG00000139343,191,False,0.572125090813697,1.329397626749322,-0.5451784
LTA4H,ENSG00000111144,198,False,0.6243468357361085,1.396498701894259,-0.46098465
TMPO,ENSG00000120802,101,False,0.33091715575266184,1.3065256524154676,-0.26735616
SLC25A3,ENSG00000075415,634,False,1.7124234882361704,1.796700940476883,-0.7848666
IKBIP,ENSG00000166130,94,True,0.34002461095740166,1.9678521943869176,0.9536341
ARL1,ENSG00000120805,76,False,0.25044974850220214,1.2533007410515495,-0.36562392
CHPT1,ENSG00000111666,149,False,0.4533700529631383,1.3886336728139146,-0.47085315
GNPTAB,ENSG00000111670,61,False,0.25130817970778985,1.6254048523575453,0.32138234
CCDC53,ENSG00000120860,145,False,0.44022064273603734,1.1899720546720505,-0.7201199
HSP90B1,ENSG00000166598,316,False,0.9274727287320357,1.497376197022394,-0.71801925
TDG,ENSG00000139372,61,False,0.20485919294194893,1.2448817099187386,-0.38116777
TXNRD1,ENSG00000198431,51,False,0.16361865923145494,1.2468061431763102,-0.37761474
CHST11,ENSG00000171310,84,False,0.2849040536133996,1.2945459148800356,-0.28947404
C12orf45,ENSG00000151131,48,False,0.15293230035112665,1.2451973110304615,-0.38058507
KIAA1033,ENSG00000136051,68,False,0.20434928552436796,1.1139117223286634,-0.62297434
C12orf75,ENSG00000235162,160,False,0.7037131338789936,2.0398104270013873,0.1857572
CKAP4,ENSG00000136026,60,False,0.1917276463248898,1.1967000088666302,-0.47012442
PWP1,ENSG00000136045,77,True,0.3821270484490377,4.278022322737903,3.15455
ISCU,ENSG00000136003,452,True,1.2942146305646551,3.394163795437996,2.0897655
SELPLG,ENSG00000110876,242,False,0.7185425487163568,1.3679451857401674,-0.72841126
CORO1C,ENSG00000110880,81,True,0.2942550542214925,2.622942041436597,2.1631098
MMAB,ENSG00000139428,59,False,0.20157006855582668,1.262762932060148,-0.34815413
GLTP,ENSG00000139433,67,True,0.3136778429675701,3.58489357385943,3.9391363
GIT2,ENSG00000139436,137,False,0.43167156045672733,1.283147628186938,-0.6032097
ANKRD13A,ENSG00000076513,61,False,0.19654509708648585,1.1878152684996797,-0.48652807
C12orf76,ENSG00000174456,56,False,0.19372340031998564,1.3155371642444529,-0.2507184
ARPC3,ENSG00000111229,844,False,2.7073170638499726,2.597643241254353,-0.022972323
GPN3,ENSG00000111231,89,False,0.27772625867504375,1.1882551540373723,-0.48571593
VPS29,ENSG00000111237,282,False,0.7817284131063444,1.1885084212095176,-0.9725605
HVCN1,ENSG00000122986,119,False,0.38251924294674283,1.3864180992748207,-0.47363308
PPP1CC,ENSG00000186298,292,False,0.8302657877806978,1.574483374766511,-0.4473866
SH2B3,ENSG00000111252,69,False,0.23000730297941727,1.2786990108605278,-0.31873176
ATXN2,ENSG00000204842,47,False,0.15869656282720077,1.2865770677928778,-0.3041867
ALDH2,ENSG00000111275,182,False,0.6875392625495054,1.7099565374479513,-0.26305604
MAPKAPK5-AS1,ENSG00000234608,137,False,0.45429954349225565,1.4333782655317817,-0.41471076
MAPKAPK5,ENSG00000089022,63,False,0.20289668770981428,1.1882857978942283,-0.48565936
ERP29,ENSG00000089248,590,False,1.5894466644412417,2.339504934324165,0.3266389
TRAFD1,ENSG00000135148,77,False,0.2568522529530485,1.2740653531327581,-0.32728675
RPL6,ENSG00000089009,896,False,3.860864814842831,2.330425877182785,-1.2972474
OAS1,ENSG00000089127,305,False,0.9436398826793402,1.4661831691701626,-0.75938374
OAS3,ENSG00000111331,120,False,0.3791520053532282,1.2600373021407711,-0.3531864
OAS2,ENSG00000111335,130,False,0.41416200120445085,1.3108798642035728,-0.5684132
DDX54,ENSG00000123064,83,True,0.2970655397735688,2.0904808518512508,1.1800402
MAP1LC3B2,ENSG00000171471,70,False,0.231657469521843,1.2369551722265688,-0.39580235
TESC,ENSG00000088992,150,False,0.515108930079401,1.5189990697315374,-0.30727974
PEBP1,ENSG00000089220,397,False,1.1714576907357186,1.6909922815815708,-0.6471594
TAOK3,ENSG00000135090,162,False,0.4885767825413224,1.2090683744313406,-0.6961591
RAB35,ENSG00000111737,44,False,0.15238130078343154,1.311560306651176,-0.25806078
RPLP0,ENSG00000089157,875,False,3.228981387552625,2.5645394423346977,0.51555663
PXN,ENSG00000089159,83,False,0.2935727342701509,1.341490746095154,-0.20280099
COX6A1,ENSG00000111775,581,False,1.528628385798306,1.749479068956361,-0.80688584
TRIAP1,ENSG00000170855,109,False,0.3354523477367798,1.2175428901792527,-0.43164274
SRSF9,ENSG00000111786,395,False,1.060110161781543,1.2811242534668108,-1.004787
DYNLL1,ENSG00000088986,432,False,1.2074578182749203,1.4307317114117644,-1.0653872
COQ5,ENSG00000110871,61,False,0.2030476964696454,1.2683423143338977,-0.33785307
RNF10,ENSG00000022840,114,False,0.3427183300075807,1.178483979217474,-0.5037562
POP5,ENSG00000167272,128,False,0.38362008355055816,1.190569978748074,-0.71936965
MLEC,ENSG00000110917,78,False,0.27621745377934204,1.520597834338456,0.12787984
ACADS,ENSG00000122971,44,False,0.15586521583127771,1.2737700898490618,-0.3278319
OASL,ENSG00000135114,74,True,0.29510257880613067,2.209690151191908,1.4001334
P2RX4,ENSG00000135124,50,False,0.17192103404126047,1.2886796156419178,-0.30030483
CAMKK2,ENSG00000110931,62,False,0.19646849125986207,1.1623936594396962,-0.53346336
ANAPC5,ENSG00000089053,186,False,0.5746103742360938,1.436159865994963,-0.41122058
RNF34,ENSG00000170633,70,False,0.2419665450640785,1.3134591358403194,-0.25455502
KDM2B,ENSG00000089094,47,False,0.15641869955601834,1.218049450825792,-0.43070748
ORAI1,ENSG00000182500,112,True,0.41133074993513447,2.2949754077992117,0.6663612
RHOF,ENSG00000139725,222,False,0.6796085190888297,1.3625299701134341,-0.7357794
PSMD9,ENSG00000110801,235,False,0.6803124504990103,1.2440289348758145,-0.89701694
MLXIP,ENSG00000175727,71,False,0.23632063092550168,1.278101502735086,-0.31983492
DIABLO,ENSG00000184047,54,False,0.18020583558897282,1.2408524956509266,-0.38860682
VPS33A,ENSG00000139719,50,False,0.15966437569528147,1.2138637789984725,-0.43843538
CLIP1,ENSG00000130779,44,False,0.14576289996648945,1.2265075493726252,-0.4150915
RSRC2,ENSG00000111011,167,False,0.5176224877147851,1.475804787859462,-0.3614769
DENR,ENSG00000139726,130,False,0.4046900150064295,1.2409490725792138,-0.6561575
VPS37B,ENSG00000139722,66,False,0.21691961680044625,1.246367280004028,-0.378425
ARL6IP4,ENSG00000182196,612,False,1.5797188490239529,1.494907251883614,-1.295955
MPHOSPH9,ENSG00000051825,46,False,0.16086527341409285,1.2764380609694879,-0.3229061
C12orf65,ENSG00000130921,67,False,0.2550972940554445,1.5137705902386376,0.11527488
SBNO1,ENSG00000139697,65,False,0.23981442940046765,1.4460865178019173,-0.009688494
RILPL2,ENSG00000150977,275,False,0.7988111500505812,1.3078341882798314,-0.8102008
SNRNP35,ENSG00000184209,63,True,0.29100662111319353,3.369446566155428,3.5413618
TMED2,ENSG00000086598,355,False,0.9666451895152508,1.2958365235748242,-0.98527724
EIF2B1,ENSG00000111361,113,False,0.37660170172598284,1.5561541727121593,0.1935266
NCOR2,ENSG00000196498,49,True,0.2857027085603235,4.10218160975146,4.8941917
UBC,ENSG00000150991,849,False,2.660657605122089,2.369366090854251,-0.35190198
RAN,ENSG00000132341,565,False,1.528706571894084,1.6051365657931385,-1.0841886
SFSWAP,ENSG00000061936,61,False,0.2134650965541854,1.3282095502714686,-0.22732171
NOC4L,ENSG00000184967,51,False,0.1678850276608813,1.2389997467071017,-0.3920275
ANKLE2,ENSG00000176915,52,False,0.1802910259126889,1.3079905260831117,-0.2646516
CHFR,ENSG00000072609,57,False,0.2080943434876076,1.5288243007722735,0.14306815
MPHOSPH8,ENSG00000196199,230,False,0.68956073333861,1.2735812211149002,-0.8568069
PSPC1,ENSG00000121390,98,False,0.322442966827718,1.3008509642789687,-0.27783316
ZMYM2,ENSG00000121741,64,False,0.21690320734091695,1.2883070869805164,-0.3009926
CRYL1,ENSG00000165475,90,False,0.28146919233324846,1.1632396199949226,-0.5319015
SAP18,ENSG00000150459,558,False,1.5050082682752017,2.283183397567413,0.21843714
MRP63,ENSG00000173141,262,False,0.8121429335777854,2.3261493221467133,0.5753621
